lat,lon,island,name,address,type,year_open
741456.5742,2321200.216,Maui,Kahana Outrigger,4521 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1979
741372.1118,2321087.761,Maui,Kahana Reef,4471 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1959
741164.5514,2320415.805,Maui,Kahana Villas,4242 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1980
743620.1221,2324266.284,Maui,Kapalua Golf Villas,500 Office Road,INDIVIDUAL VACATION UNIT,1975
740882.536,2319665.914,Maui,Kuleana,3959 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1973
740822.4864,2311785.733,Maui,Lahaina Roads,1403 Front Street,INDIVIDUAL VACATION UNIT,1973
741893.8252,2309263.723,Maui,Lahaina Shores,475 Front Street,INDIVIDUAL VACATION UNIT,1974
740827.5898,2319388.149,Maui,Lokelani,3833 Lower Honapiilani Road,INDIVIDUAL VACATION UNIT,1972
740050.3272,2317979.03,Maui,Mahana,110 Kaanapali Shores Place,INDIVIDUAL VACATION UNIT,1974
740723.4624,2319169.368,Maui,Makani Sands,3765 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1975
740089.0582,2316647.192,Maui,Maui Kaanapali Villas,45 Kai Ala Drive,INDIVIDUAL VACATION UNIT,1966
740521.7371,2318579.831,Maui,Maui Sands,3559 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1964
742492.2016,2323021.846,Maui,Napili Point,5295 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1977
740571.1623,2318740.994,Maui,Paki Maui,3615 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1976
740510.5726,2318544.599,Maui,Papakea,3543 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1976
740654.9546,2318995.716,Maui,The Pikake,3701 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1966
741314.8191,2321013.025,Maui,Pohailani,4435 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,
741343.4212,2320815.968,Maui,Royal Kahana,4365 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1975
741366.7707,2320590.143,Maui,Sands of Kahana,4299 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1982
741363.0458,2320743.318,Maui,Valley Isle Resort,4327 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1973
739919.974,2315330.603,Maui,Whaler,2481 Kaanapali Parkway,INDIVIDUAL VACATION UNIT,1975
773892.0095,2316398.184,Maui,Kuau Plaza Condominium,777 Hana Highway,INDIVIDUAL VACATION UNIT,1974
767086.8714,2289829.032,Maui,Wailea Grand Champions (Estimate),155 Wailea Ike Place,INDIVIDUAL VACATION UNIT,1989
767086.8714,2289829.032,Maui,Wailea Grand Champions,155 Wailea Ike Place,INDIVIDUAL VACATION UNIT,1989
741418.4012,2310110.592,Maui,Lahaina Inn,127 Lahainaluna Road,HOTEL,1931
621269.6099,2353602.645,Oahu,Pagoda Waikiki Hotel,260 Beach Walk,HOTEL,1955
620909.2516,2354469.824,Oahu,Allure Waikiki,1837 Kalakaua Avenue,INDIVIDUAL VACATION UNIT,2010
621601.2132,2353821.887,Oahu,Aloha Towers,430 Lewers Street,INDIVIDUAL VACATION UNIT,
622606.4007,2353046.662,Oahu,Canal House,2611 Ala Wai Boulevard,INDIVIDUAL VACATION UNIT,
620837.1803,2354165.128,Oahu,Canterbury Place,1910 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,2013
620701.938,2354305.209,Oahu,Chateau Waikiki,411 Hobron Lane,INDIVIDUAL VACATION UNIT,
622380.8902,2351651.657,Oahu,Colony Surf,2895 Kalakaua Avenue,INDIVIDUAL VACATION UNIT,
622487.8705,2352932.233,Oahu,Diamond Head Vista,2600 Pualani Way,INDIVIDUAL VACATION UNIT,
620550.319,2354162.618,Oahu,Discovery Bay,1778 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,
622001.617,2353590.732,Oahu,Fairway Villa,2345 Ala Wai Boulevard,INDIVIDUAL VACATION UNIT,1974
621434.8127,2353841.039,Oahu,Four Paddle,2140 Kuhio Avenue,INDIVIDUAL VACATION UNIT,
620491.8234,2354134.942,Oahu,Ilikai,1777 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,1964
620422.5919,2354216.738,Oahu,Ilikai Marina,1765 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,1968
621431.6833,2354051.569,Oahu,Lanikea,421 Olohana Street,INDIVIDUAL VACATION UNIT,
621134.7869,2353982.618,Oahu,Luana Waikiki,2045 Kalakaua Avenue,INDIVIDUAL VACATION UNIT,1970
622332.3492,2353111.222,Oahu,Ohua,250 Ohua Avenue,INDIVIDUAL VACATION UNIT,
619668.7821,2354728.019,Oahu,Park Lane Ala Moana,1388 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,
621630.6061,2353607.701,Oahu,Marine Surf,364 Seaside Avenue,INDIVIDUAL VACATION UNIT,1968
621270.5632,2353594.856,Oahu,Regency on Beachwalk,255 Beach Walk,INDIVIDUAL VACATION UNIT,1961
621643.9131,2353649.005,Oahu,Royal Kuhio,2240 Kuhio Avenue,INDIVIDUAL VACATION UNIT,1978
622565.8346,2351169.756,Oahu,Seabreeze,3065 Kalakaua Avenue,INDIVIDUAL VACATION UNIT,
622261.2037,2353028.296,Oahu,Waikiki Banyan,201 Ohua Avenue,INDIVIDUAL VACATION UNIT,1979
622000.8729,2353041.569,Oahu,Waikiki Beach Tower,2470 Kalakaua Avenue,INDIVIDUAL VACATION UNIT,1984
622105.3568,2353243.6,Oahu,Waikiki Park Heights,2440 Kuhio Ave,INDIVIDUAL VACATION UNIT,1973
621107.8185,2353481.452,Oahu,Waikiki Shore,2161 Kalia Road,INDIVIDUAL VACATION UNIT,1960
622077.1465,2353318.608,Oahu,Waikiki Sky Tower,2410 Cleghorn Street,INDIVIDUAL VACATION UNIT,1978
622334.2216,2352968.741,Oahu,Waikiki Sunset,229 Paoakalani Avenue,INDIVIDUAL VACATION UNIT,1979
620145.2959,2354567.502,Oahu,Watermark Waikiki,1551 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,
620574.2183,2354283.556,Oahu,Windsor,343 Hobron Lane,INDIVIDUAL VACATION UNIT,
764783.4752,2296338.653,Maui,Hale Kai O Kihei,1310 Uluniu Road,CONDOMINIUM HOTEL,1969
766123.2928,2292223.658,Maui,Hale Kamaole,2737 South Kihei Road,CONDOMINIUM HOTEL,1973
759436.3589,2301463.914,Maui,Island Sands Resort,150 Hauoli Street,INDIVIDUAL VACATION UNIT,1975
466081.1068,2438778.322,Kauai,Islander on the Beach,440 Aleka Place,INDIVIDUAL VACATION UNIT,1970
766084.2269,2292406.438,Maui,Kamaole Sands,2695 South Kihei Road,INDIVIDUAL VACATION UNIT,1983
759710.1396,2301662.191,Maui,Kanai A Nalu,250 Hauoli Street,INDIVIDUAL VACATION UNIT,1976
466979.805,2439769.15,Kauai,Kauai Kailani,4-856 Kuhio Highway,INDIVIDUAL VACATION UNIT,1969
764715.0806,2297622.052,Maui,Kauhale Makai,938 South Kihei Road,INDIVIDUAL VACATION UNIT,1978
765985.1146,2292867.33,Maui,Kihei Akahi,2531 South Kihei Road,CONDOMINIUM HOTEL,1977
766128.5579,2293286.796,Maui,Kihei Alii Kai,2387 South Kihei Road,INDIVIDUAL VACATION UNIT,1979
766120.1986,2291646.319,Maui,Kihei Surfside Resort,2936 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
759514.3244,2301543.204,Maui,Maalaea Banyan,190 Hauoli Street,INDIVIDUAL VACATION UNIT,1978
453932.7844,2418525.721,Kauai,Makahuena,1661 Pee Road,INDIVIDUAL VACATION UNIT,1997
766118.3289,2291579.443,Maui,Mana Kai Maui Resort,2960 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
765992.8951,2292828.041,Maui,Maui Banyan,2575 South Kihei Road,INDIVIDUAL VACATION UNIT,1990
766141.6237,2291993.392,Maui,Maui Kamaole,2777 South Kihei Road,CONDOMINIUM HOTEL,1989
764646.5918,2298009.869,Maui,Menehune Shores,760 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
766759.5201,2290888.551,Maui,Palms at Wailea,3200 Wailea Alanui Drive,INDIVIDUAL VACATION UNIT,1991
467067.6595,2440984.115,Kauai,Pono Kai Resort,4-1250 Kuhio Highway,INDIVIDUAL VACATION UNIT,1980
765907.4174,2293182.143,Maui,Royal Mauian,2430 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
763684.6719,2300507.855,Maui,Sugar Beach Resort,145 North Kihei Road,CONDOMINIUM HOTEL,1976
767275.7214,2289445.036,Maui,Wailea Ekolu,10 Wailea Ekolu Place,INDIVIDUAL VACATION UNIT,1979
766598.4266,2289949.954,Maui,Wailea Elua,3600 Wailea Alanui Drive,INDIVIDUAL VACATION UNIT,1978
767086.8714,2289829.032,Maui,Wailea Grand Champion,155 Wailea Ike Place,INDIVIDUAL VACATION UNIT,1989
465564.0584,2438523.647,Kauai,Wailua Bay View Resort,320 Papaloa Road,CONDOMINIUM HOTEL,1972
449174.6994,2457295.8,Kauai,Hanalei Bay Resort,5380 Honoiki Road,TIMESHARE,1978
766727.4888,2289437.792,Maui,Wailea Beach Villas,3800 Wailea Alanui Drive,INDIVIDUAL VACATION UNIT,2006
766727.4888,2289437.792,Maui,Wailea Beach Villas,3800 Wailea Alanui Drive,CONDOMINIUM HOTEL,2006
766413.9798,2288082.534,Maui,Wailea Sunset Estate,4440 Makena Road,INDIVIDUAL VACATION UNIT,
766347.7453,2284484.195,Maui,Wailea Sunset Bungalow,430 Makena Road,INDIVIDUAL VACATION UNIT,
766541.1027,2290138.95,Maui,Andaz Maui at Wailea Resort,3550 Wailea Alanui Drive,INDIVIDUAL VACATION UNIT,1978
766541.1027,2290138.95,Maui,Andaz Maui at Wailea Resort,3550 Wailea Alanui Drive,HOTEL,1978
766503.239,2286016.049,Maui,Coral Gardens Estate at Makena Bay,5110 Old Makena Road,INDIVIDUAL VACATION UNIT,
742864.3658,2324022.071,Maui,Montage Kapalua Bay,1 Bay Drive,INDIVIDUAL VACATION UNIT,
742864.3658,2324022.071,Maui,Montage Kapalua Bay,1 Bay Drive,CONDOMINIUM HOTEL,
764872.7161,2295816.669,Maui,Mango Surf Beach Front Villa,1490 Halama Street,INDIVIDUAL VACATION UNIT,
764869.9956,2295840.555,Maui,Moana Hideaway,1484 Halama Street,INDIVIDUAL VACATION UNIT,
766683.9066,2286590.434,Maui,Makena Surf,4850 Makena Alanui Road,INDIVIDUAL VACATION UNIT,1975
766683.9066,2286590.434,Maui,Makena Surf,4850 Makena Alanui Road,INDIVIDUAL VACATION UNIT,1975
740084.9236,2316667.273,Maui,Sea Shells Beach House on Kaanapali Beach,50 Kai Ala Drive,INDIVIDUAL VACATION UNIT,
740800.4197,2310720.799,Maui,Opal Seas at Baby Beach,41 Kai Pali Place,INDIVIDUAL VACATION UNIT,
466081.1068,2438778.322,Kauai,Islander on the Beach,440 Aleka Place,INDIVIDUAL VACATION UNIT,1970
465865.4965,2438705.895,Kauai,Lae Nani,410 Papaloa Road,INDIVIDUAL VACATION UNIT,1977
452783.4013,2420390.587,Kauai,Pili Mai at Poipu,2611 Kiahuna Plantation Drive,INDIVIDUAL VACATION UNIT,2018
466227.5435,2438985.582,Kauai,Plantation Hale,525 Aleka Loop,INDIVIDUAL VACATION UNIT,1973
467026.3422,2439921.056,Kauai,Royal Kapaa Shore,4-900 Kuhio Highway,INDIVIDUAL VACATION UNIT,1978
448978.7453,2457479.963,Kauai,Royal View Princeville Cottage,5301 Ka Haku Road,INDIVIDUAL VACATION UNIT,
448978.7453,2457479.963,Kauai,Secret Princess Studio,5301 Ka Haku Road,INDIVIDUAL VACATION UNIT,
448978.7453,2457479.963,Kauai,Sweet Dreams Princeville Condo,5301 Ka Haku Road,INDIVIDUAL VACATION UNIT,
465077.3416,2438122.144,Kauai,Wailua Riverside Cottage,160 Ohana Street,INDIVIDUAL VACATION UNIT,
466894.866,2439652.465,Kauai,Waipouli Beach Resort,4-820 Kuhio Highway,INDIVIDUAL VACATION UNIT,2006
742505.6179,2308388.437,Maui,Puamana,34 Puailima Place,INDIVIDUAL VACATION UNIT,1968
742505.6179,2308388.437,Maui,Puamana,34 Puailima Place,INDIVIDUAL VACATION UNIT,1968
826124.3483,2205808.575,Hawaii,Shores at Waikoloa,69-1035 Keana Place,INDIVIDUAL VACATION UNIT,1987
827422.1614,2206782.037,Hawaii,Golf Villas at Mauna Lani,68-1122 Na Ala Hele Road,INDIVIDUAL VACATION UNIT,2007
829189.4762,2208626.816,Hawaii,Serenity and Quiet Sophistication at Kulalani! Special Introductory Rates!,68-1118 North Kaniku Drive,INDIVIDUAL VACATION UNIT,2007
826555.2652,2206232.942,Hawaii,Vista Waikoloa,5445 Waikoloa Beach Drive,INDIVIDUAL VACATION UNIT,
826546.1605,2205465.69,Hawaii,Fairway Villas at Waikoloa,69-200 Pohakulana Place,INDIVIDUAL VACATION UNIT,2004
635228.2429,2359716.501,Oahu,Hale Pohaku,41-849 Laumilo Street,INDIVIDUAL VACATION UNIT,
629882.8552,2368861.01,Oahu,Place in Paradise,824 G N Kalaheo,INDIVIDUAL VACATION UNIT,
632934.8441,2366252.496,Oahu,Walker's Beach,876 Mokulua Drive,INDIVIDUAL VACATION UNIT,
830812.7547,2211541.368,Hawaii,Puako Hylton,69-1644 Puako Beach Dr,INDIVIDUAL VACATION UNIT,
815669.3837,2193579.684,Hawaii,Hualalai Hainoa Estates,72-128 Hainoa Place,INDIVIDUAL VACATION UNIT,
815561.2328,2194829.475,Hawaii,Hualalai - 72-105 Pakui,72-105 Pakui Street,INDIVIDUAL VACATION UNIT,
815805.9438,2194844.601,Hawaii,Hualalai - 72-143 Pakui,72-143 Pakui Street,INDIVIDUAL VACATION UNIT,
815769.6381,2194828.769,Hawaii,Hualalai -  Maluhia Hale,72-139 Pakui Street,INDIVIDUAL VACATION UNIT,
815059.5721,2194936.694,Hawaii,Golf Villas at Hualalai,72-128 Kumukehu Street,INDIVIDUAL VACATION UNIT,
815143.1051,2195196.735,Hawaii,Fairway Villas at Hualalai Resort,100 Kaupulehu Drive,INDIVIDUAL VACATION UNIT,
815143.1051,2195196.735,Hawaii,Hillside at Hualalai Resort,100 Kaupulehu Drive,INDIVIDUAL VACATION UNIT,
815143.1051,2195196.735,Hawaii,Ke Alaula at Hualalai Resort,100 Kaupulehu Drive,INDIVIDUAL VACATION UNIT,
815143.1051,2195196.735,Hawaii,Palm Villas at Hualalai Resort,100 Kaupulehu Drive,INDIVIDUAL VACATION UNIT,
815143.1051,2195196.735,Hawaii,Waiulu Villas at Hualalai Resort,100 Kaupulehu Drive,INDIVIDUAL VACATION UNIT,
815143.1051,2195196.735,Hawaii,Haliipua Villas at Hualalai Resort,100 Kaupulehu Drive,INDIVIDUAL VACATION UNIT,
815143.1051,2195196.735,Hawaii,Golf Villas at Hualalai Resort,100 Kaupulehu Drive,INDIVIDUAL VACATION UNIT,
587766.5723,2386420.456,Oahu,Hale Kalani,68-252 Olohio Street,INDIVIDUAL VACATION UNIT,
630430.8587,2367737.06,Oahu,Palione Papalani,22 Palione Place,INDIVIDUAL VACATION UNIT,1981
625731.7379,2351588.086,Oahu,Palm Tree Estate,4451 Kahala Avenue,INDIVIDUAL VACATION UNIT,2008
631176.6485,2353691.047,Oahu,Niuiki,48 Niuiki Circle,INDIVIDUAL VACATION UNIT,
633371.1541,2365713.06,Oahu,Mokulua Aina,1133 Mokulua Drive,INDIVIDUAL VACATION UNIT,
633674.3715,2365151.611,Oahu,Hale Mokulua -Lanikai,1451 Mokulua Drive,INDIVIDUAL VACATION UNIT,
633322.0798,2365214.557,Oahu,Kehaulani,1371 Kehaulani Drive,INDIVIDUAL VACATION UNIT,
454745.9998,2457474.54,Kauai,Anini House,3500 Anini Road,INDIVIDUAL VACATION UNIT,
443114.3173,2457714.622,Kauai,Banana Beach House,7356 Alealea Road,INDIVIDUAL VACATION UNIT,
448342.7404,2455365.207,Kauai,Hale Ylang Ylang,5343 Weke Road,INDIVIDUAL VACATION UNIT,
467028.2536,2439917.078,Kauai,Aloha Kai Condo,4-0900 Kuhio Hwy,INDIVIDUAL VACATION UNIT,
448850.4791,2456130.263,Kauai,Umetsu Cottage,4959 Weke Road,INDIVIDUAL VACATION UNIT,1995
448853.1225,2456161.422,Kauai,Palaka Cottage,4945 Weke Road,INDIVIDUAL VACATION UNIT,
448989.4809,2455530.704,Kauai,Tropical Bamboo Hideaway,5115 Papio Place,INDIVIDUAL VACATION UNIT,
452764.5306,2457788.095,Kauai,Kauikeolani Estate,4201 Anini Vista Road,INDIVIDUAL VACATION UNIT,
443236.8686,2457699.365,Kauai,Holo Makani,7324 Alealea Road,INDIVIDUAL VACATION UNIT,
448857.573,2456278.78,Kauai,Hale Mo'olelo,4943 Weke Road,INDIVIDUAL VACATION UNIT,1902
442840.0054,2457631.562,Kauai,Holo Makani,5-7452-B Kuhio Highway,INDIVIDUAL VACATION UNIT,
443236.8686,2457699.365,Kauai,Haena VRU,7324 Alealea Road,INDIVIDUAL VACATION UNIT,
443755.9589,2457368.525,Kauai,Hale Hoolapanai,5-7107 Kuhio Hwy,INDIVIDUAL VACATION UNIT,
442840.0054,2457631.562,Kauai,Moolelo Hoolapanai,5-7452 A Kuhio Hwy,INDIVIDUAL VACATION UNIT,
442840.0054,2457631.562,Kauai,Kalihiwai Beach House,5-7452 AB Kuhio Hwy,INDIVIDUAL VACATION UNIT,
803162.9154,2303418.561,Maui,Entabeni Cottage,370 Hana Highway,INDIVIDUAL VACATION UNIT,
828635.6114,2208067.078,Hawaii,"Mauna Lani, Auberge Resorts Collection",68-1400 Mauna Lani Drive,HOTEL,1983
815083.334,2174431.692,Hawaii,Kona Seaside Hotel,75-5646 Palani Road,HOTEL,1960
443774.1859,2457354.851,Kauai,Hanalei Colony Resort,5-7130 Kuhio Highway,HOTEL,1969
621751.5845,2353233.943,Oahu,"Moana Surfrider, A Westin Resort & Spa",2365 Kalakaua Avenue,HOTEL,1901
452242.6022,2419256.856,Kauai,Sheraton Kauai Resort,2440 Hoonani Road,HOTEL,1968
818482.447,2165519.395,Hawaii,Sheraton Kona Resort & Spa Keauhou Bay,78-128 Ehukai Street,HOTEL,2004
739874.8018,2315781.51,Maui,Sheraton Maui Resort & Spa,2605 Kaanapali Parkway,HOTEL,1963
621854.7566,2353266.241,Oahu,Sheraton Princess Kaiulani Hotel,120 Kaiulani Avenue,HOTEL,1955
621336.3927,2353301.648,Oahu,Sheraton Waikiki Hotel,2255 Kalakaua Avenue,HOTEL,1971
448852.2038,2457440.181,Kauai,St. Regis Princeville,5520 Ka Haku Road,HOTEL,1985
621336.3927,2353301.648,Oahu,"The Royal Hawaiian, A Luxury Collection Resort",2259 Kalakaua Avenue,HOTEL,1927
739841.4038,2315016.399,Maui,The Westin Maui Resort & Spa,2365 Kaanapali Parkway,HOTEL,1971
622131.7169,2352839.299,Oahu,Waikiki Beach Marriott Resort & Spa,2552 Kalakaua Avenue,HOTEL,1971
595943.7923,2358961.099,Oahu,Embassy Suites by Hilton Oahu Kapolei,725 Manawai Street,HOTEL,2017
739782.3892,2314595.08,Maui,"Hyatt Kaanapali Beach, a Hyatt Resident Club Resort",180 Nohea Kai Drive,TIMESHARE,2014
739860.7331,2314429.683,Maui,Hyatt Regency Maui Resort and Spa,200 Nohea Kai Drive,HOTEL,1980
622266.0121,2352863.216,Oahu,Hyatt Place Waikiki Beach,175 Paoakalani Avenue,HOTEL,1970
621639.6578,2353569.026,Oahu,Hyatt Centric Waikiki Beach,349 Seaside Avenue,HOTEL,2017
621895.0367,2353146.388,Oahu,Hyatt Regency Waikiki Beach Resort & Spa,2424 Kalakaua Avenue,HOTEL,1976
604079.2182,2399910.534,Oahu,Kuilima Estates West,57-101 West Kuilima Loop,INDIVIDUAL VACATION UNIT,2011
604101.4138,2400128.615,Oahu,Kuilima Estates East,57-068 Eleku Kuilima Pl,INDIVIDUAL VACATION UNIT,
591080.6721,2359573.19,Oahu,Beach Villas At Ko Olina,92-106 Waialii Place,INDIVIDUAL VACATION UNIT,2008
589138.6067,2386882.188,Oahu,Mokuleia Sands,68-55 Akule St,INDIVIDUAL VACATION UNIT,
603573.603,2400527.182,Oahu,Ocean Villas at Turtle Bay Resort,57-091 Kamehameha Highway,INDIVIDUAL VACATION UNIT,1972
590978.7319,2360469.79,Oahu,Coconut Plantation at Ko Olina Resort & Marina,92-1152 Olani Street,INDIVIDUAL VACATION UNIT,
592220.7868,2359619.381,Oahu,Ko Olina Fairways,92-1503 Aliinui Drive,INDIVIDUAL VACATION UNIT,
592324.0026,2359712.304,Oahu,Ko Olina Hillside Villas,92-1520 Aliinui Drive,INDIVIDUAL VACATION UNIT,
591324.5221,2360208.304,Oahu,Ko Olina Kai,92-1103 Koio Drive,INDIVIDUAL VACATION UNIT,
590674.7332,2360617.405,Oahu,Kai Lani at Ko Olina,92-1001 Aliinui Drive,INDIVIDUAL VACATION UNIT,
620837.1803,2354165.128,Oahu,Canterbury Place,1910 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,2013
740850.4502,2319562.995,Maui,Hoyochi Nikko (Estimate),3901 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1973
454307.9365,2419113.663,Kauai,Shipwrecks Beach Cottage,2227 Iukika Place,INDIVIDUAL VACATION UNIT,
457409.6934,2457213.172,Kauai,Hale Nanea,2884-A Kauape Road,INDIVIDUAL VACATION UNIT,n/a
457380.0928,2457169.725,Kauai,Secret Beach Cottage,2908-B Kauapea Road,INDIVIDUAL VACATION UNIT,
455544.518,2456797.612,Kauai,Kumulani,3233A Kalihiwai Road,INDIVIDUAL VACATION UNIT,
461785.9066,2456077.981,Kauai,Kai Halulu,4110 North Waikalua,INDIVIDUAL VACATION UNIT,
451761.7682,2456835.32,Kauai,"Elegant villa with mountain and golf course views, easy to beaches/shopping",4141 Queen Emma Drive,INDIVIDUAL VACATION UNIT,
449697.5253,2457216.681,Kauai,Queens Bath Lookout,5055 Naookala Circle,INDIVIDUAL VACATION UNIT,
599669.2251,2397608.207,Oahu,Haleiwa Sunshine,59-007 Huelo Street,INDIVIDUAL VACATION UNIT,
828409.3905,2208230.373,Hawaii,Spectacular New Mauna Lani Home!,68-1312 Pauoa Road,INDIVIDUAL VACATION UNIT,
816182.569,2182411.804,Hawaii,Piko Nani (Hilltop Beauty) Estate,73-1451 Kukuna Street,INDIVIDUAL VACATION UNIT,2016
817945.9804,2170623.387,Hawaii,Paradise Found Pool Wonderful ocean views Spacious home Near Kona town,77-172 Kekai Place,INDIVIDUAL VACATION UNIT,
819047.817,2169593.394,Hawaii,Beautiful home with unobstructed ocean views,77-474 Kualono Street,INDIVIDUAL VACATION UNIT,
819619.4521,2166432.48,Hawaii,Pili Lani,78-7008 Ola Kino Street,INDIVIDUAL VACATION UNIT,
765780.554,2293765.961,Maui,Kamaole One #5 - Upgraded Ground Floor 2 Bedroom and Directly on the Beach!,2230 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
740654.9546,2318995.716,Maui,The Pikake Water is 20ft Away!!,3701 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1966
829097.157,2208078.406,Hawaii,FALL SPECIAL 5TH NIGHT FREE - Hale Malia - Brand New Deluxe 3BR Townhome!,68-1025 North Kaniku Drive,INDIVIDUAL VACATION UNIT,
815954.822,2173043.847,Hawaii,Alii Cove,75-5919 Alii Drive,INDIVIDUAL VACATION UNIT,
742721.7236,2323401.082,Maui,Napili Gardens,5432 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1995
740845.1478,2319484.933,Maui,Hale Mahina Beach Resort (Estimate),3875 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1981
818680.4881,2166398.775,Hawaii,Keauhou Palena Golfers Delight Great Location in Kona Hawaii,78-7054 Kamehameha III Road,INDIVIDUAL VACATION UNIT,
764668.6673,2297905.367,Maui,Koa Resort,811 South Kihei Road,INDIVIDUAL VACATION UNIT,1982
621561.3015,2353993.639,Oahu,2121 Ala Wai 2406- UNIT HAS BEEN UPDATED AND IS BEAUTFUL! TRUE VALUE!!!,2121 Ala Wai Boulevard,INDIVIDUAL VACATION UNIT,
819086.5694,2170869.908,Hawaii,"Amazing Kona Sunsets House, Ocean Views above Kailua Kona Village",77-362 Ailina Street,INDIVIDUAL VACATION UNIT,
817424.4471,2171894.831,Hawaii,Akoa-Gated Community 3 bedroom 3 bath Ocean View,75-6187 Akoa Place,INDIVIDUAL VACATION UNIT,
815429.3669,2185387.635,Hawaii,"Spacious 4400 square foot, 4 bedroom, 4.5 bath Private Estate",72-4075 Alahee Place,INDIVIDUAL VACATION UNIT,
816890.0994,2171192.332,Hawaii,"Spacious, Groundfloor Oceanfront Unit, 2 bedroom, 2 bath",75-6800 Alii Drive,INDIVIDUAL VACATION UNIT,
816898.7746,2171173.494,Hawaii,Beautiful Oceanfront Condo Steps from Beach - complete remodel 2014,76-6194 Alii Drive,INDIVIDUAL VACATION UNIT,
818786.1538,2173099.595,Hawaii,"Aloha Place - Luxurous3 Bedroom, 3 Bathroom Home with Spectacular Ocean Views",75-669 Pu Hoaloha Place,INDIVIDUAL VACATION UNIT,
453943.841,2418612.404,Kauai,Alohilani - Gated Estate 5 Bedroom Villa with a Pool,1670 Makanui Road,INDIVIDUAL VACATION UNIT,
453816.7515,2418768.57,Kauai,Amazing Views Hale - 270 degree Stunning Views from 2 Story Poipu Beach House,2321 Hoohu Road,INDIVIDUAL VACATION UNIT,
816246.5402,2180723.616,Hawaii,"Heavens, Spaciouis 4 Bedroom with Pool and Great Ocean Views",73-4854 Anini Street,INDIVIDUAL VACATION UNIT,
819322.1412,2167115.931,Hawaii,Blue Hawaii - A Big Island Home Amazing Ocean Views in Kona,78-6902 Kia Aina Street,INDIVIDUAL VACATION UNIT,
451151.2352,2419685.785,Kauai,"Delightful 2BR Cottage w/Whitewater Ocn Views & Sunsets, Surf, Sand & Snorkel",5115 Hoona Road,INDIVIDUAL VACATION UNIT,
451220.6647,2456736.588,Kauai,Charming home on the North Shore of Kauai,4381 Emmalani Drive,INDIVIDUAL VACATION UNIT,
836723.0938,2209462.197,Hawaii,A striking home near white sand beaches and resorts,68-3553 Haia Street,INDIVIDUAL VACATION UNIT,
450930.5577,2457088.323,Kauai,"Hale Emmalani: Elegant remodeled 3br/3ba home with private pool, quiet street",4890 Emmalani Drive,INDIVIDUAL VACATION UNIT,
453396.8655,2418896.13,Kauai,"Hale Halia -Stunning 4 Bedroom, 3 Bath Poipu Beach Vacation Home",2211 Pane Road,INDIVIDUAL VACATION UNIT,
451136.79,2419707.638,Kauai,Hale Haloko Kaiin Poipu - Oceanviews and just steps to the beach,5111 Hoona Road,INDIVIDUAL VACATION UNIT,2000
450687.6823,2456826.291,Kauai,"Hale Kamalani: Spacious 3br + loft, mountain and golf course views, BARGAIN!",4187 Kamalani Lane,INDIVIDUAL VACATION UNIT,
819319.1967,2166281.739,Hawaii,"Hale Kehau 3 Bed, Private Home with Incredible Ocean Views in Gated Community",78-7045 Kaluna Street,INDIVIDUAL VACATION UNIT,
450778.7837,2457840.406,Kauai,"Hale Kohea: Comfortable, Tommy Bahama Furnished Home!",3714 Albert Road,INDIVIDUAL VACATION UNIT,
814893.1961,2183403.697,Hawaii,Hale Kokua-Private Home off Ohi Kapua Pl.,73-4326 Ohikapua Place,INDIVIDUAL VACATION UNIT,
815779.4038,2173342.902,Hawaii,Oceanfront one bedroom unit with amazing views,75-5870 Kahakai Road,INDIVIDUAL VACATION UNIT,1972
